"TIME","GEO","S_ADJ","AGE","UNIT","SEX","Value","Flag and Footnotes"
"2017M11","Finland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.4",""
"2017M11","Sweden","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.4",""
"2017M11","United Kingdom","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.3",""
"2017M11","Iceland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.2",""
"2017M11","Norway","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.0",""
"2017M11","Turkey","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.2",""
"2017M11","United States","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.2",""
"2017M11","Japan","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","2.7",""
"2017M12","Belgium","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.2",""
"2017M12","Bulgaria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.7",""
"2017M12","Czechia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","2.4",""
"2017M12","Denmark","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.4",""
"2017M12","Germany (until 1990 former territory of the FRG)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.6",""
"2017M12","Estonia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.7",""
"2017M12","Ireland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.2",""
"2017M12","Greece","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","20.9",""
"2017M12","Spain","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","16.5",""
"2017M12","France","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.0",""
"2017M12","Croatia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.7",""
"2017M12","Italy","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.9",""
"2017M12","Cyprus","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.2",""
"2017M12","Latvia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.1",""
"2017M12","Lithuania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.8",""
"2017M12","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.6",""
"2017M12","Hungary","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.8",""
"2017M12","Malta","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.0",""
"2017M12","Netherlands","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.4",""
"2017M12","Austria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.5",""
"2017M12","Poland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.3",""
"2017M12","Portugal","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.9",""
"2017M12","Romania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.5",""
"2017M12","Slovenia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.8",""
"2017M12","Slovakia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.5",""
"2017M12","Finland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.3",""
"2017M12","Sweden","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.6",""
"2017M12","United Kingdom","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.2",""
"2017M12","Iceland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.2",""
"2017M12","Norway","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.0",""
"2017M12","Turkey","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.9",""
"2017M12","United States","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.1",""
"2017M12","Japan","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","2.7",""
"2018M01","Belgium","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.1",""
"2018M01","Bulgaria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.5",""
"2018M01","Czechia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","2.3",""
"2018M01","Denmark","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.2",""
"2018M01","Germany (until 1990 former territory of the FRG)","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.5",""
"2018M01","Estonia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.6",""
"2018M01","Ireland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.0",""
"2018M01","Greece","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","20.5",""
"2018M01","Spain","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","16.4",""
"2018M01","France","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.2",""
"2018M01","Croatia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.4",""
"2018M01","Italy","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","11.0",""
"2018M01","Cyprus","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.9",""
"2018M01","Latvia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.0",""
"2018M01","Lithuania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.6",""
"2018M01","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.4",""
"2018M01","Hungary","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.7",""
"2018M01","Malta","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","3.8",""
"2018M01","Netherlands","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.2",""
"2018M01","Austria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.2",""
"2018M01","Poland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.1",""
"2018M01","Portugal","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.8",""
"2018M01","Romania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.4",""
"2018M01","Slovenia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.6",""
"2018M01","Slovakia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.3",""
